Ensembl Gene ID,Human Ensembl Gene ID,Homology Type,"Orthology confidence [0 low, 1 high]",% Identity with respect to query gene,% Identity with respect to Human gene
ENSDARG00000102113,,,,,
ENSDARG00000038793,ENSG00000159214,ortholog_one2one,1,33,30
ENSDARG00000059836,ENSG00000175197,ortholog_one2one,1,31,40
ENSDARG00000096701,,,,,
ENSDARG00000038917,ENSG00000113522,ortholog_one2one,1,68,71
ENSDARG00000077487,,,,,
ENSDARG00000038980,ENSG00000117862,ortholog_one2one,1,72,72
ENSDARG00000038713,ENSG00000129566,ortholog_one2one,1,31,31
ENSDARG00000089307,,,,,
ENSDARG00000040224,,,,,
ENSDARG00000027109,ENSG00000056097,ortholog_one2one,0,80,80
ENSDARG00000032327,ENSG00000055483,ortholog_one2one,0,53,52
ENSDARG00000078497,ENSG00000111602,ortholog_one2one,1,58,61
ENSDARG00000098635,ENSG00000168264,ortholog_one2one,1,58,49
ENSDARG00000035505,ENSG00000188986,ortholog_one2one,1,74,75
ENSDARG00000016854,ENSG00000171532,ortholog_one2one,1,61,58
ENSDARG00000028478,ENSG00000185432,ortholog_many2many,1,53,52
ENSDARG00000028478,ENSG00000170439,ortholog_many2many,1,47,47
ENSDARG00000059815,ENSG00000180304,ortholog_one2many,1,41,41
ENSDARG00000013500,ENSG00000107331,ortholog_one2one,0,76,78
ENSDARG00000097105,,,,,
ENSDARG00000027169,ENSG00000185467,ortholog_one2one,1,51,52
ENSDARG00000102934,ENSG00000084092,ortholog_one2one,1,45,45
ENSDARG00000097496,,,,,
ENSDARG00000097711,,,,,
ENSDARG00000078853,ENSG00000142632,ortholog_one2one,1,46,55
ENSDARG00000059939,ENSG00000173406,ortholog_one2many,1,69,71
ENSDARG00000055784,ENSG00000070159,ortholog_one2one,1,58,54
ENSDARG00000077245,,,,,
ENSDARG00000101199,ENSG00000138207,ortholog_one2one,1,57,54
ENSDARG00000077749,ENSG00000166348,ortholog_one2many,1,69,30
ENSDARG00000061804,ENSG00000162522,ortholog_one2many,1,27,33
ENSDARG00000074702,,,,,
ENSDARG00000099394,,,,,
ENSDARG00000097351,,,,,
ENSDARG00000062315,ENSG00000170145,ortholog_one2many,1,68,65
ENSDARG00000103678,,,,,
ENSDARG00000098795,,,,,
ENSDARG00000052330,ENSG00000164889,ortholog_one2many,0,67,67
ENSDARG00000052638,ENSG00000124098,ortholog_one2one,1,38,44
ENSDARG00000004445,ENSG00000168959,ortholog_one2many,1,74,71
ENSDARG00000101631,ENSG00000140374,ortholog_one2one,0,56,56
ENSDARG00000101360,,,,,
ENSDARG00000079252,ENSG00000121104,ortholog_one2many,1,36,27
ENSDARG00000099128,,,,,
ENSDARG00000090237,ENSG00000116996,ortholog_many2many,1,34,27
ENSDARG00000090237,ENSG00000149506,ortholog_many2many,1,30,20
ENSDARG00000052027,ENSG00000117472,ortholog_one2one,1,47,47
ENSDARG00000043474,ENSG00000067842,ortholog_one2many,0,76,81
ENSDARG00000103046,ENSG00000084093,ortholog_one2one,0,37,29
ENSDARG00000095722,,,,,
ENSDARG00000103299,,,,,
ENSDARG00000104518,,,,,
ENSDARG00000030215,ENSG00000162510,ortholog_one2one,1,69,68
ENSDARG00000078056,ENSG00000212864,ortholog_one2one,1,57,53
ENSDARG00000077120,ENSG00000196843,ortholog_one2one,1,26,26
ENSDARG00000088023,,,,,
ENSDARG00000101536,ENSG00000178718,ortholog_one2one,0,42,27
ENSDARG00000033508,ENSG00000205279,ortholog_one2one,1,43,64
ENSDARG00000092130,,,,,
ENSDARG00000008906,,,,,
ENSDARG00000044083,ENSG00000197329,ortholog_one2many,1,89,90
ENSDARG00000036074,ENSG00000245848,ortholog_one2one,1,56,45
ENSDARG00000088727,ENSG00000090659,ortholog_many2many,0,21,14
ENSDARG00000088727,ENSG00000104938,ortholog_many2many,0,21,14
ENSDARG00000088727,ENSG00000111729,ortholog_many2many,0,17,20
ENSDARG00000088727,ENSG00000166527,ortholog_many2many,0,18,24
ENSDARG00000088727,ENSG00000205846,ortholog_many2many,0,17,22
ENSDARG00000088727,ENSG00000198178,ortholog_many2many,0,19,24
ENSDARG00000088727,ENSG00000166523,ortholog_many2many,0,19,25
ENSDARG00000087632,,,,,
ENSDARG00000037713,ENSG00000081154,ortholog_one2one,1,55,53
ENSDARG00000104450,,,,,
ENSDARG00000002298,ENSG00000152766,ortholog_one2one,1,52,52
ENSDARG00000006911,ENSG00000075290,ortholog_one2one,1,80,81
ENSDARG00000099052,,,,,
ENSDARG00000102317,ENSG00000263809,ortholog_one2many,0,70,94
ENSDARG00000102317,ENSG00000037241,ortholog_one2many,0,94,94
ENSDARG00000102317,ENSG00000161970,ortholog_one2many,0,96,96
ENSDARG00000031307,ENSG00000174963,ortholog_one2one,0,44,60
ENSDARG00000093223,,,,,
ENSDARG00000044261,,,,,
ENSDARG00000042992,ENSG00000213139,ortholog_one2many,1,70,70
ENSDARG00000076111,ENSG00000151233,ortholog_one2many,1,63,50
ENSDARG00000043769,,,,,
ENSDARG00000025641,ENSG00000074047,ortholog_one2many,1,59,53
ENSDARG00000088908,,,,,
ENSDARG00000078399,,,,,
ENSDARG00000044301,ENSG00000123268,ortholog_one2one,1,56,62
ENSDARG00000030157,ENSG00000086967,ortholog_one2many,0,63,62
ENSDARG00000101522,ENSG00000166664,ortholog_many2many,0,70,72
ENSDARG00000101522,ENSG00000175344,ortholog_many2many,0,75,60
ENSDARG00000104360,,,,,
ENSDARG00000026985,ENSG00000257207,ortholog_many2many,1,34,46
ENSDARG00000026985,ENSG00000256977,ortholog_many2many,1,14,42
ENSDARG00000026985,ENSG00000169756,ortholog_many2many,1,87,77
ENSDARG00000026985,ENSG00000256671,ortholog_many2many,1,14,42
ENSDARG00000098808,,,,,
ENSDARG00000054050,ENSG00000188004,ortholog_many2many,1,3,5
ENSDARG00000054050,ENSG00000243284,ortholog_many2many,1,26,23
ENSDARG00000055477,ENSG00000152684,ortholog_one2one,1,82,82
ENSDARG00000094992,ENSG00000165588,ortholog_one2one,1,60,66
ENSDARG00000103002,ENSG00000156642,ortholog_one2many,1,61,42
ENSDARG00000098106,,,,,
ENSDARG00000054239,,,,,
ENSDARG00000061145,ENSG00000141098,ortholog_one2one,1,64,61
ENSDARG00000099225,,,,,
ENSDARG00000054980,ENSG00000117395,ortholog_one2one,1,58,50
ENSDARG00000094571,,,,,
ENSDARG00000029242,ENSG00000110429,ortholog_one2one,0,67,64
ENSDARG00000028071,ENSG00000168487,ortholog_one2many,1,79,78
ENSDARG00000053575,ENSG00000186281,ortholog_one2one,1,30,30
ENSDARG00000036125,,,,,
ENSDARG00000018787,ENSG00000169242,ortholog_one2many,1,44,49
ENSDARG00000028548,ENSG00000161594,ortholog_one2many,0,57,55
ENSDARG00000102349,ENSG00000138180,ortholog_one2one,1,40,38
ENSDARG00000095007,,,,,
ENSDARG00000078018,,,,,
ENSDARG00000078738,,,,,
ENSDARG00000015985,ENSG00000069431,ortholog_one2one,1,79,80
ENSDARG00000018534,ENSG00000196517,ortholog_one2one,1,75,69
ENSDARG00000099938,,,,,
ENSDARG00000074086,ENSG00000205356,ortholog_one2many,1,54,51
ENSDARG00000099058,,,,,
ENSDARG00000044339,ENSG00000102218,ortholog_one2one,1,66,71
ENSDARG00000017067,ENSG00000110172,ortholog_one2many,1,69,71
ENSDARG00000021220,ENSG00000117305,ortholog_one2one,0,70,73
ENSDARG00000102863,ENSG00000166405,ortholog_one2many,1,47,18
ENSDARG00000058794,,,,,
ENSDARG00000056443,,,,,
ENSDARG00000026941,ENSG00000112234,ortholog_one2one,1,68,68
ENSDARG00000092305,ENSG00000004142,ortholog_one2one,1,76,77
ENSDARG00000086877,,,,,
ENSDARG00000003697,,,,,
ENSDARG00000101150,ENSG00000146955,ortholog_one2one,1,63,47
ENSDARG00000010085,ENSG00000072682,ortholog_one2one,1,68,70
ENSDARG00000093885,,,,,
ENSDARG00000051959,,,,,
ENSDARG00000077726,ENSG00000151014,ortholog_one2many,1,57,57
ENSDARG00000016059,,,,,
ENSDARG00000025311,ENSG00000138161,ortholog_one2many,1,24,29
ENSDARG00000103476,ENSG00000134160,ortholog_one2many,1,65,63
ENSDARG00000033327,ENSG00000107731,ortholog_one2one,1,67,66
ENSDARG00000095845,,,,,
ENSDARG00000058306,ENSG00000282246,ortholog_one2many,0,49,85
ENSDARG00000058306,ENSG00000165630,ortholog_one2many,0,83,85
ENSDARG00000012790,ENSG00000064545,ortholog_one2one,1,53,57
ENSDARG00000099836,,,,,
ENSDARG00000076694,,,,,
ENSDARG00000053010,ENSG00000087253,ortholog_one2one,1,59,58
ENSDARG00000040910,ENSG00000145103,ortholog_one2many,1,35,36
ENSDARG00000096797,,,,,
ENSDARG00000076959,,,,,
ENSDARG00000032975,,,,,
ENSDARG00000074201,ENSG00000196924,ortholog_one2one,1,82,79
ENSDARG00000014496,ENSG00000165125,ortholog_one2many,0,45,44
ENSDARG00000014496,ENSG00000127412,ortholog_one2many,0,44,45
ENSDARG00000063021,ENSG00000129197,ortholog_one2one,1,40,39
ENSDARG00000040338,ENSG00000122986,ortholog_one2one,1,46,40
ENSDARG00000056027,ENSG00000120068,ortholog_one2many,0,78,78
ENSDARG00000094263,,,,,
ENSDARG00000035944,ENSG00000162520,ortholog_one2one,1,26,25
ENSDARG00000089913,ENSG00000006283,ortholog_one2one,0,69,48
ENSDARG00000078394,,,,,
ENSDARG00000043511,ENSG00000117592,ortholog_one2one,1,70,72
ENSDARG00000039729,ENSG00000153317,ortholog_one2many,0,77,78
ENSDARG00000098564,,,,,
ENSDARG00000088927,,,,,
ENSDARG00000032859,ENSG00000168672,ortholog_one2many,1,66,57
ENSDARG00000100379,,,,,
ENSDARG00000099844,ENSG00000128266,ortholog_one2one,1,94,94
ENSDARG00000040401,ENSG00000178537,ortholog_one2one,1,82,81
ENSDARG00000014498,ENSG00000198492,ortholog_one2one,1,71,75
ENSDARG00000087245,ENSG00000090659,ortholog_many2many,0,21,14
ENSDARG00000087245,ENSG00000104938,ortholog_many2many,0,20,13
ENSDARG00000087245,ENSG00000111729,ortholog_many2many,0,19,22
ENSDARG00000087245,ENSG00000166527,ortholog_many2many,0,19,23
ENSDARG00000087245,ENSG00000205846,ortholog_many2many,0,19,24
ENSDARG00000087245,ENSG00000198178,ortholog_many2many,0,20,25
ENSDARG00000087245,ENSG00000166523,ortholog_many2many,0,19,23
ENSDARG00000098485,,,,,
ENSDARG00000059567,,,,,
ENSDARG00000089966,ENSG00000116996,ortholog_many2many,1,34,27
ENSDARG00000089966,ENSG00000149506,ortholog_many2many,1,30,20
ENSDARG00000063036,ENSG00000146005,ortholog_one2one,1,57,61
ENSDARG00000101315,,,,,
ENSDARG00000098742,ENSG00000144771,ortholog_one2one,1,42,43
ENSDARG00000092798,ENSG00000166794,ortholog_one2one,1,82,79
ENSDARG00000102622,,,,,
ENSDARG00000014506,ENSG00000171202,ortholog_one2many,0,39,41
ENSDARG00000014506,ENSG00000171204,ortholog_one2many,0,23,20
ENSDARG00000038025,ENSG00000100307,ortholog_one2many,1,22,34
ENSDARG00000070378,ENSG00000275302,ortholog_many2many,1,30,32
ENSDARG00000070378,ENSG00000006606,ortholog_many2many,1,35,36
ENSDARG00000070378,ENSG00000271503,ortholog_many2many,1,31,33
ENSDARG00000070378,ENSG00000277632,ortholog_many2many,1,35,37
ENSDARG00000070378,ENSG00000276409,ortholog_many2many,1,30,27
ENSDARG00000070378,ENSG00000275152,ortholog_many2many,1,27,22
ENSDARG00000070378,ENSG00000276085,ortholog_many2many,1,36,38
ENSDARG00000070378,ENSG00000275385,ortholog_many2many,1,32,35
ENSDARG00000100140,,,,,
ENSDARG00000100732,,,,,
ENSDARG00000003984,ENSG00000198862,ortholog_one2one,1,53,51
ENSDARG00000040948,ENSG00000184221,ortholog_one2one,1,38,33
ENSDARG00000102425,,,,,
ENSDARG00000103485,ENSG00000141527,ortholog_one2one,1,35,34
ENSDARG00000011851,ENSG00000137764,ortholog_one2one,1,78,78
ENSDARG00000104996,ENSG00000187713,ortholog_one2one,1,76,79
ENSDARG00000011929,ENSG00000123560,ortholog_one2many,1,43,44
ENSDARG00000043531,ENSG00000177606,ortholog_one2one,1,75,69
ENSDARG00000099972,ENSG00000124789,ortholog_one2one,0,43,41
ENSDARG00000100776,ENSG00000149043,ortholog_one2one,1,43,43
ENSDARG00000103006,,,,,
ENSDARG00000057513,ENSG00000198625,ortholog_one2one,1,48,49
ENSDARG00000103649,ENSG00000122257,ortholog_one2many,1,50,3
ENSDARG00000079681,,,,,
ENSDARG00000071551,ENSG00000196419,ortholog_one2one,1,58,58
ENSDARG00000076283,ENSG00000100028,ortholog_one2many,0,96,98
ENSDARG00000015174,ENSG00000033627,ortholog_one2many,1,83,83
ENSDARG00000103841,,,,,
ENSDARG00000060256,ENSG00000137760,ortholog_one2one,1,57,57
ENSDARG00000102224,,,,,
ENSDARG00000089110,ENSG00000173557,ortholog_one2one,1,41,29
ENSDARG00000094948,,,,,
ENSDARG00000095475,,,,,
ENSDARG00000092300,,,,,
ENSDARG00000006865,ENSG00000188828,ortholog_one2many,1,74,81
ENSDARG00000098216,,,,,
ENSDARG00000093113,,,,,
ENSDARG00000053963,ENSG00000158806,ortholog_one2one,1,38,33
ENSDARG00000100397,ENSG00000095464,ortholog_one2one,1,69,69
ENSDARG00000055054,ENSG00000186174,ortholog_one2one,1,40,41
ENSDARG00000092690,,,,,
ENSDARG00000059202,ENSG00000134198,ortholog_one2many,1,50,48
ENSDARG00000092099,,,,,
ENSDARG00000028354,ENSG00000168952,ortholog_one2many,0,35,46
ENSDARG00000094116,,,,,
ENSDARG00000102579,,,,,
ENSDARG00000095211,,,,,
ENSDARG00000069844,ENSG00000102794,ortholog_one2one,1,56,56
ENSDARG00000086522,ENSG00000116996,ortholog_many2many,1,34,27
ENSDARG00000086522,ENSG00000149506,ortholog_many2many,1,31,21
ENSDARG00000100997,,,,,
ENSDARG00000026183,ENSG00000099817,ortholog_one2many,1,93,93
ENSDARG00000092807,,,,,
ENSDARG00000061941,ENSG00000111199,ortholog_one2one,1,70,69
ENSDARG00000100360,,,,,
ENSDARG00000101976,,,,,
ENSDARG00000102996,,,,,
ENSDARG00000103964,,,,,
ENSDARG00000058064,ENSG00000169562,ortholog_one2many,1,66,64
ENSDARG00000035088,,,,,
ENSDARG00000095884,,,,,
ENSDARG00000070903,ENSG00000105976,ortholog_one2one,1,51,50
ENSDARG00000098592,ENSG00000116667,ortholog_one2many,1,66,64
ENSDARG00000003865,ENSG00000124171,ortholog_one2one,1,64,65
ENSDARG00000035327,ENSG00000104879,ortholog_one2many,1,88,88
ENSDARG00000101210,ENSG00000090863,ortholog_one2many,0,76,61
ENSDARG00000055833,,,,,
ENSDARG00000070047,ENSG00000117152,ortholog_one2one,1,43,31
ENSDARG00000098407,,,,,
ENSDARG00000090708,,,,,
ENSDARG00000070617,ENSG00000189030,ortholog_one2many,1,25,32
ENSDARG00000070617,ENSG00000134086,ortholog_one2many,1,45,37
ENSDARG00000097842,ENSG00000141040,ortholog_many2many,0,39,24
ENSDARG00000097842,ENSG00000176371,ortholog_many2many,0,42,32
ENSDARG00000097842,ENSG00000196150,ortholog_many2many,0,38,32
ENSDARG00000097842,ENSG00000125945,ortholog_many2many,0,38,38
ENSDARG00000097842,ENSG00000180938,ortholog_many2many,0,40,35
ENSDARG00000097842,ENSG00000183309,ortholog_many2many,0,44,38
ENSDARG00000097842,ENSG00000198939,ortholog_many2many,0,39,40
ENSDARG00000097842,ENSG00000180787,ortholog_many2many,0,40,37
ENSDARG00000097842,ENSG00000251247,ortholog_many2many,0,41,40
ENSDARG00000097842,ENSG00000197951,ortholog_many2many,0,40,38
ENSDARG00000097842,ENSG00000196653,ortholog_many2many,0,40,34
ENSDARG00000097842,ENSG00000196345,ortholog_many2many,0,38,24
ENSDARG00000098542,,,,,
ENSDARG00000005141,ENSG00000164076,ortholog_one2many,1,71,62
ENSDARG00000069333,,,,,
ENSDARG00000092217,,,,,
ENSDARG00000016227,ENSG00000204516,ortholog_many2many,1,17,16
ENSDARG00000016227,ENSG00000160862,ortholog_many2many,1,18,21
ENSDARG00000016227,ENSG00000204520,ortholog_many2many,1,17,18
ENSDARG00000019311,,,,,
ENSDARG00000088219,ENSG00000090659,ortholog_many2many,0,20,14
ENSDARG00000088219,ENSG00000104938,ortholog_many2many,0,21,15
ENSDARG00000088219,ENSG00000111729,ortholog_many2many,0,19,21
ENSDARG00000088219,ENSG00000166527,ortholog_many2many,0,17,22
ENSDARG00000088219,ENSG00000205846,ortholog_many2many,0,18,23
ENSDARG00000088219,ENSG00000198178,ortholog_many2many,0,19,24
ENSDARG00000088219,ENSG00000166523,ortholog_many2many,0,21,26
ENSDARG00000096635,,,,,
ENSDARG00000025600,,,,,
ENSDARG00000086352,ENSG00000116996,ortholog_many2many,1,34,27
ENSDARG00000086352,ENSG00000149506,ortholog_many2many,1,30,20
ENSDARG00000088331,,,,,
ENSDARG00000098750,,,,,
ENSDARG00000062302,ENSG00000198740,ortholog_one2one,1,52,56
ENSDARG00000014986,ENSG00000115170,ortholog_one2one,0,65,65
ENSDARG00000036040,ENSG00000175224,ortholog_one2one,1,74,72
ENSDARG00000093439,ENSG00000122257,ortholog_one2many,1,46,4
ENSDARG00000103641,ENSG00000138829,ortholog_one2many,1,68,15
ENSDARG00000033450,ENSG00000189134,ortholog_one2many,1,57,52
ENSDARG00000033450,ENSG00000101882,ortholog_one2many,1,60,53
ENSDARG00000009014,ENSG00000060718,ortholog_one2many,1,75,75
ENSDARG00000043475,ENSG00000164691,ortholog_one2many,1,31,29
ENSDARG00000052656,,,,,
ENSDARG00000093591,,,,,
ENSDARG00000097521,,,,,
ENSDARG00000068939,ENSG00000132530,ortholog_one2one,1,27,24
ENSDARG00000100516,,,,,
ENSDARG00000094291,ENSG00000122257,ortholog_one2many,1,48,7
ENSDARG00000061758,ENSG00000107957,ortholog_one2many,1,41,32
ENSDARG00000058325,ENSG00000003400,ortholog_many2many,1,34,31
ENSDARG00000058325,ENSG00000064012,ortholog_many2many,1,39,34
ENSDARG00000068580,ENSG00000174332,ortholog_one2many,1,43,36
ENSDARG00000071518,ENSG00000213424,ortholog_one2many,1,32,46
ENSDARG00000071518,ENSG00000264058,ortholog_one2many,1,32,46
ENSDARG00000060259,,,,,
ENSDARG00000105276,ENSG00000177885,ortholog_one2many,1,94,94
ENSDARG00000043663,ENSG00000149806,ortholog_one2many,1,72,72
ENSDARG00000101830,,,,,
ENSDARG00000056330,ENSG00000241106,ortholog_many2many,1,25,23
ENSDARG00000056330,ENSG00000179344,ortholog_many2many,1,27,26
ENSDARG00000056330,ENSG00000242574,ortholog_many2many,1,25,24
ENSDARG00000056330,ENSG00000196126,ortholog_many2many,1,26,24
ENSDARG00000056330,ENSG00000248993,ortholog_many2many,1,14,20
ENSDARG00000056330,ENSG00000232629,ortholog_many2many,1,27,26
ENSDARG00000056330,ENSG00000198502,ortholog_many2many,1,27,26
ENSDARG00000056330,ENSG00000223865,ortholog_many2many,1,27,27
ENSDARG00000062017,ENSG00000105255,ortholog_one2one,0,69,69
ENSDARG00000054177,ENSG00000197177,ortholog_one2one,0,45,52
ENSDARG00000098629,,,,,
ENSDARG00000045887,,,,,
ENSDARG00000003281,ENSG00000100100,ortholog_one2one,1,47,47
ENSDARG00000097501,,,,,
ENSDARG00000031075,ENSG00000182985,ortholog_one2many,1,62,58
ENSDARG00000103776,,,,,
ENSDARG00000067916,ENSG00000137574,ortholog_one2one,0,40,37
ENSDARG00000102219,ENSG00000104228,ortholog_one2many,0,35,32
ENSDARG00000071341,,,,,
ENSDARG00000098338,,,,,
ENSDARG00000033726,ENSG00000134200,ortholog_one2one,1,38,41
ENSDARG00000058045,,,,,
ENSDARG00000096853,,,,,
ENSDARG00000006065,ENSG00000144331,ortholog_one2one,1,58,65
ENSDARG00000053912,ENSG00000188573,ortholog_one2many,1,70,67
ENSDARG00000053912,ENSG00000105202,ortholog_one2many,1,79,79
ENSDARG00000087585,,,,,
ENSDARG00000039243,ENSG00000165949,ortholog_many2many,1,51,40
ENSDARG00000039243,ENSG00000165948,ortholog_many2many,1,47,43
ENSDARG00000039243,ENSG00000119632,ortholog_many2many,1,51,38
ENSDARG00000045166,ENSG00000180535,ortholog_one2one,1,43,42
ENSDARG00000103639,,,,,
ENSDARG00000102615,ENSG00000148690,ortholog_one2one,1,62,67
ENSDARG00000054848,ENSG00000004799,ortholog_one2one,1,72,66
ENSDARG00000092387,,,,,
ENSDARG00000067918,ENSG00000170291,ortholog_one2one,0,35,33
ENSDARG00000013020,ENSG00000138101,ortholog_one2one,1,83,77
ENSDARG00000087910,ENSG00000197380,ortholog_one2one,1,31,27
ENSDARG00000055101,ENSG00000103415,ortholog_one2many,1,55,46
ENSDARG00000068601,ENSG00000166454,ortholog_one2one,1,52,48
ENSDARG00000077814,,,,,
ENSDARG00000091409,ENSG00000116996,ortholog_many2many,1,34,27
ENSDARG00000091409,ENSG00000149506,ortholog_many2many,1,30,20
ENSDARG00000103074,,,,,
ENSDARG00000088967,ENSG00000126562,ortholog_one2many,0,42,51
ENSDARG00000045164,ENSG00000106236,ortholog_one2many,1,63,62
ENSDARG00000063387,ENSG00000093183,ortholog_one2one,1,50,50
ENSDARG00000101129,,,,,
ENSDARG00000023053,ENSG00000135842,ortholog_one2many,1,39,34
ENSDARG00000018285,ENSG00000140992,ortholog_one2many,1,78,76
ENSDARG00000087152,ENSG00000187808,ortholog_one2one,1,20,23
ENSDARG00000040930,ENSG00000155792,ortholog_one2one,0,75,75
ENSDARG00000074275,ENSG00000064042,ortholog_one2many,1,49,46
ENSDARG00000088309,ENSG00000149218,ortholog_one2many,0,22,15
ENSDARG00000102680,ENSG00000090659,ortholog_many2many,0,18,13
ENSDARG00000102680,ENSG00000104938,ortholog_many2many,0,19,14
ENSDARG00000102680,ENSG00000111729,ortholog_many2many,0,18,22
ENSDARG00000102680,ENSG00000166527,ortholog_many2many,0,18,25
ENSDARG00000102680,ENSG00000205846,ortholog_many2many,0,16,22
ENSDARG00000102680,ENSG00000198178,ortholog_many2many,0,18,24
ENSDARG00000102680,ENSG00000166523,ortholog_many2many,0,18,23
ENSDARG00000104029,,,,,
ENSDARG00000096899,,,,,
ENSDARG00000002644,ENSG00000143248,ortholog_one2one,1,71,70
ENSDARG00000024693,ENSG00000176018,ortholog_one2one,1,45,45
ENSDARG00000014366,ENSG00000108848,ortholog_one2one,1,68,72
ENSDARG00000098666,ENSG00000148840,ortholog_one2many,1,29,17
ENSDARG00000069190,ENSG00000149218,ortholog_one2many,0,27,16
ENSDARG00000096694,,,,,
ENSDARG00000035694,,,,,
ENSDARG00000069846,,,,,
ENSDARG00000056108,,,,,
ENSDARG00000101040,,,,,
ENSDARG00000093381,,,,,
ENSDARG00000098072,,,,,
ENSDARG00000100027,,,,,
ENSDARG00000071331,ENSG00000198838,ortholog_one2one,0,75,77
ENSDARG00000091619,ENSG00000196814,ortholog_one2one,1,76,71
ENSDARG00000095902,,,,,
ENSDARG00000073753,ENSG00000147526,ortholog_one2one,1,49,37
ENSDARG00000102374,,,,,
ENSDARG00000097929,,,,,
ENSDARG00000043404,ENSG00000241370,ortholog_one2one,0,51,52
ENSDARG00000070618,ENSG00000157014,ortholog_one2many,1,35,31
ENSDARG00000070618,ENSG00000272410,ortholog_one2many,1,31,31
ENSDARG00000103752,ENSG00000133878,ortholog_one2one,1,65,61
ENSDARG00000101744,ENSG00000066044,ortholog_one2many,1,83,82
ENSDARG00000100634,,,,,
ENSDARG00000043806,ENSG00000133110,ortholog_one2many,1,49,52
ENSDARG00000104111,ENSG00000112996,ortholog_one2one,1,49,47
ENSDARG00000062277,ENSG00000074211,ortholog_one2many,0,76,76
ENSDARG00000060983,ENSG00000186532,ortholog_one2one,1,36,34
ENSDARG00000101352,,,,,
ENSDARG00000028173,ENSG00000164889,ortholog_one2many,0,65,64
ENSDARG00000092970,ENSG00000158164,ortholog_many2many,1,62,62
ENSDARG00000092970,ENSG00000154620,ortholog_many2many,1,67,68
ENSDARG00000092970,ENSG00000205542,ortholog_many2many,1,69,70
ENSDARG00000092970,ENSG00000034510,ortholog_many2many,1,69,70
ENSDARG00000092970,ENSG00000158427,ortholog_many2many,1,62,62
ENSDARG00000092970,ENSG00000269226,ortholog_many2many,1,62,62
ENSDARG00000035678,,,,,
ENSDARG00000075212,ENSG00000183654,ortholog_one2one,1,59,35
ENSDARG00000014577,ENSG00000131941,ortholog_one2one,1,57,57
ENSDARG00000094139,,,,,
ENSDARG00000012577,ENSG00000095787,ortholog_one2one,0,72,62
ENSDARG00000056912,,,,,
ENSDARG00000099858,,,,,
ENSDARG00000098059,ENSG00000100442,ortholog_one2one,0,57,56
ENSDARG00000058212,ENSG00000176774,ortholog_one2many,1,29,22
ENSDARG00000058212,ENSG00000221867,ortholog_one2many,1,24,20
ENSDARG00000058212,ENSG00000102316,ortholog_one2many,1,40,17
ENSDARG00000058212,ENSG00000182798,ortholog_one2many,1,32,25
ENSDARG00000058212,ENSG00000176746,ortholog_one2many,1,27,17
ENSDARG00000058212,ENSG00000185115,ortholog_one2many,1,46,39
ENSDARG00000058212,ENSG00000232030,ortholog_one2many,1,28,18
ENSDARG00000058212,ENSG00000120289,ortholog_one2many,1,31,23
ENSDARG00000058212,ENSG00000188408,ortholog_one2many,1,28,26
ENSDARG00000058212,ENSG00000154545,ortholog_one2many,1,38,13
ENSDARG00000058212,ENSG00000254585,ortholog_one2many,1,40,8
ENSDARG00000058212,ENSG00000185247,ortholog_one2many,1,26,16
ENSDARG00000058212,ENSG00000177689,ortholog_one2many,1,29,22
ENSDARG00000058212,ENSG00000198798,ortholog_one2many,1,32,24
ENSDARG00000058212,ENSG00000124260,ortholog_one2many,1,28,20
ENSDARG00000058212,ENSG00000177383,ortholog_one2many,1,35,29
ENSDARG00000058212,ENSG00000197172,ortholog_one2many,1,25,20
ENSDARG00000058212,ENSG00000155495,ortholog_one2many,1,27,6
ENSDARG00000058212,ENSG00000214107,ortholog_one2many,1,29,22
ENSDARG00000058212,ENSG00000147381,ortholog_one2many,1,23,19
ENSDARG00000058212,ENSG00000182636,ortholog_one2many,1,35,28
ENSDARG00000058212,ENSG00000067445,ortholog_one2many,1,36,6
ENSDARG00000058212,ENSG00000267978,ortholog_one2many,1,24,20
ENSDARG00000058212,ENSG00000179222,ortholog_one2many,1,37,12
ENSDARG00000058212,ENSG00000189023,ortholog_one2many,1,35,28
ENSDARG00000058212,ENSG00000268606,ortholog_one2many,1,23,19
ENSDARG00000058212,ENSG00000213401,ortholog_one2many,1,23,19
ENSDARG00000058212,ENSG00000183305,ortholog_one2many,1,23,19
ENSDARG00000058212,ENSG00000187243,ortholog_one2many,1,38,13
ENSDARG00000058212,ENSG00000046774,ortholog_one2many,1,27,19
ENSDARG00000058212,ENSG00000123584,ortholog_one2many,1,24,20
ENSDARG00000058212,ENSG00000156009,ortholog_one2many,1,28,23
ENSDARG00000058212,ENSG00000099399,ortholog_one2many,1,25,21
ENSDARG00000058212,ENSG00000198681,ortholog_one2many,1,26,22
ENSDARG00000042732,ENSG00000124208,ortholog_one2many,1,59,44
ENSDARG00000042732,ENSG00000240849,ortholog_one2many,1,68,69
ENSDARG00000061040,ENSG00000055917,ortholog_one2one,1,68,77
ENSDARG00000098099,,,,,
ENSDARG00000103663,ENSG00000131669,ortholog_one2one,1,61,59
ENSDARG00000094512,,,,,
ENSDARG00000057903,,,,,
ENSDARG00000079483,ENSG00000130779,ortholog_one2many,1,59,31
ENSDARG00000075723,ENSG00000013725,ortholog_one2one,1,24,19
ENSDARG00000011533,ENSG00000137872,ortholog_one2one,1,72,71
